"","lhs","rhs","support","confidence","lift","count"
"670","{locationstr=NRT20-C1,hr=18,device=iPad}","{result0=Miss}",8.63110650785431e-05,0.5,1.85836875451119,4
"672","{locationstr=NRT12,hr=22,device=PC}","{result0=Miss}",8.63110650785431e-05,0.571428571428571,2.12385000515564,4
"677","{locationstr=NRT57-C2,hr=23,device=PC}","{result0=Miss}",8.63110650785431e-05,0.571428571428571,2.12385000515564,4
"701","{locationstr=NRT57-C2,hr=1,device=iPhone}","{result0=Miss}",8.63110650785431e-05,0.5,1.85836875451119,4
"712","{locationstr=NRT20,hr=2,device=iPad}","{result0=Miss}",8.63110650785431e-05,0.5,1.85836875451119,4
"715","{locationstr=NRT12,hr=5,device=PC}","{result0=Miss}",8.63110650785431e-05,0.5,1.85836875451119,4
"718","{locationstr=NRT12,hr=12,device=iPad}","{result0=Miss}",8.63110650785431e-05,0.571428571428571,2.12385000515564,4
"727","{locationstr=NRT57-C2,hr=16,device=iPad}","{result0=Miss}",8.63110650785431e-05,0.5,1.85836875451119,4
"769","{locationstr=NRT20-C1,hr=7,device=STW2000}","{result0=Miss}",8.63110650785431e-05,0.8,2.9733900072179,4
"775","{locationstr=NRT53,hr=11,device=STW2000}","{result0=Miss}",8.63110650785431e-05,1,3.71673750902238,4
"56","{locationstr=DFW3,hr=12,device=STW2000}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
"80","{locationstr=NRT57-C1,hr=11,device=Mozilla/5.0%2520(FreeBSD;%2520U;%2520Viera;%2520ja-JP)%2520AppleWebKit/537.11%2520(KHTML,%2520like%2520Gecko)%2520Viera/3.10.51%2520Chrome/23.0.1271.97%2520Safari/537.11%2520SmartTvA/3.0.0%2520/videopass.viera}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
"92","{locationstr=ICN51,hr=13,device=Generic Smartphone}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
"105","{locationstr=NRT53,hr=6,device=BRAVIA 2015}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
"145","{locationstr=HKG51,hr=5,device=Generic Smartphone}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
"184","{locationstr=NRT57-C1,hr=12,device=BRAVIA 4K GB}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
"216","{locationstr=NRT57-C1,hr=14,device=Mozilla/5.0%2520(Linux;%2520U;%2520Viera;%2520ja-JP)%2520AppleWebKit/537.11%2520(KHTML,%2520like%2520Gecko)%2520Viera/3.20.2%2520Chrome/23.0.1271.97%2520Safari/537.11%2520SmartTvA/3.0.0%2520/videopass.viera}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
"219","{locationstr=NRT57-C1,hr=13,device=Mozilla/5.0%2520(Linux;%2520U;%2520Viera;%2520ja-JP)%2520AppleWebKit/537.11%2520(KHTML,%2520like%2520Gecko)%2520Viera/3.20.2%2520Chrome/23.0.1271.97%2520Safari/537.11%2520SmartTvA/3.0.0%2520/videopass.viera}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
"228","{locationstr=NRT12,hr=16,device=Mozilla/5.0%2520(FreeBSD;%2520U;%2520Viera;%2520ja-JP)%2520AppleWebKit/537.11%2520(KHTML,%2520like%2520Gecko)%2520Viera/3.19.8%2520Chrome/23.0.1271.97%2520Safari/537.11%2520SmartTvA/3.0.0%2520/videopass.viera}","{result0=Miss}",6.47332988089073e-05,1,3.71673750902238,3
